Iteration: 1 | Loss: 2.30211735328 | Training accuracy: 0.0799999982119% | Test accuracy: 0.107000008225%
Iteration: 257 | Loss: 2.30118891279 | Training accuracy: 0.0999999940395% | Test accuracy: 0.113000005484%
Iteration: 258 | Loss: 2.30119519989 | Training accuracy: 0.0899999961257% | Test accuracy: 0.108000002801%
Iteration: 259 | Loss: 2.30119366884 | Training accuracy: 0.0999999940395% | Test accuracy: 0.10000000149%
Iteration: 260 | Loss: 2.30119301915 | Training accuracy: 0.140000000596% | Test accuracy: 0.124000005424%
Iteration: 261 | Loss: 2.30119576971 | Training accuracy: 0.0899999961257% | Test accuracy: 0.110000006855%
Iteration: 262 | Loss: 2.30118559718 | Training accuracy: 0.159999996424% | Test accuracy: 0.117000006139%
Iteration: 263 | Loss: 2.30119234562 | Training accuracy: 0.179999992251% | Test accuracy: 0.111000008881%
Iteration: 264 | Loss: 2.30118797183 | Training accuracy: 0.109999999404% | Test accuracy: 0.119000002742%
Iteration: 265 | Loss: 2.30119197408 | Training accuracy: 0.0899999961257% | Test accuracy: 0.106000006199%
Iteration: 266 | Loss: 2.30119119763 | Training accuracy: 0.140000000596% | Test accuracy: 0.118000008166%
Iteration: 267 | Loss: 2.30119502743 | Training accuracy: 0.0899999961257% | Test accuracy: 0.117000006139%
Iteration: 268 | Loss: 2.30119177659 | Training accuracy: 0.0799999982119% | Test accuracy: 0.10300000757%
Iteration: 269 | Loss: 2.30118936618 | Training accuracy: 0.119999997318% | Test accuracy: 0.129000008106%
Iteration: 270 | Loss: 2.30119571328 | Training accuracy: 0.0999999940395% | Test accuracy: 0.116000004113%
Iteration: 271 | Loss: 2.30119213899 | Training accuracy: 0.140000000596% | Test accuracy: 0.10300000757%
Iteration: 272 | Loss: 2.30118918777 | Training accuracy: 0.140000000596% | Test accuracy: 0.110000006855%
Iteration: 273 | Loss: 2.30119027217 | Training accuracy: 0.149999991059% | Test accuracy: 0.0910000056028%
Iteration: 274 | Loss: 2.30119153142 | Training accuracy: 0.0999999940395% | Test accuracy: 0.112000003457%
Iteration: 275 | Loss: 2.3011906302 | Training accuracy: 0.0599999986589% | Test accuracy: 0.125%
Iteration: 276 | Loss: 2.30118971507 | Training accuracy: 0.0999999940395% | Test accuracy: 0.105000004172%
Iteration: 277 | Loss: 2.30118872682 | Training accuracy: 0.129999995232% | Test accuracy: 0.104000002146%
Iteration: 278 | Loss: 2.30119255304 | Training accuracy: 0.0999999940395% | Test accuracy: 0.118000008166%
Iteration: 279 | Loss: 2.30118674358 | Training accuracy: 0.0899999961257% | Test accuracy: 0.108000002801%
Iteration: 280 | Loss: 2.30119322936 | Training accuracy: 0.0999999940395% | Test accuracy: 0.122000008821%
Iteration: 281 | Loss: 2.3011896201 | Training accuracy: 0.140000000596% | Test accuracy: 0.0950000062585%
Iteration: 282 | Loss: 2.30119197567 | Training accuracy: 0.109999999404% | Test accuracy: 0.119000002742%
Iteration: 283 | Loss: 2.30118846893 | Training accuracy: 0.119999997318% | Test accuracy: 0.120000004768%
Iteration: 284 | Loss: 2.30118603865 | Training accuracy: 0.0899999961257% | Test accuracy: 0.12800000608%
Iteration: 285 | Loss: 2.30119436502 | Training accuracy: 0.0999999940395% | Test accuracy: 0.116000004113%
Iteration: 286 | Loss: 2.30119029363 | Training accuracy: 0.119999997318% | Test accuracy: 0.0860000029206%
Iteration: 287 | Loss: 2.30118973613 | Training accuracy: 0.140000000596% | Test accuracy: 0.102000005543%
Iteration: 288 | Loss: 2.30118835886 | Training accuracy: 0.189999997616% | Test accuracy: 0.110000006855%
Iteration: 289 | Loss: 2.30119131207 | Training accuracy: 0.0899999961257% | Test accuracy: 0.110000006855%
Iteration: 290 | Loss: 2.30119050582 | Training accuracy: 0.119999997318% | Test accuracy: 0.111000008881%
Iteration: 291 | Loss: 2.30119351824 | Training accuracy: 0.119999997318% | Test accuracy: 0.10300000757%
Iteration: 292 | Loss: 2.30119072636 | Training accuracy: 0.119999997318% | Test accuracy: 0.113000005484%
Iteration: 293 | Loss: 2.30119178851 | Training accuracy: 0.0999999940395% | Test accuracy: 0.118000008166%
Iteration: 294 | Loss: 2.30118942181 | Training accuracy: 0.0799999982119% | Test accuracy: 0.116000004113%
Iteration: 295 | Loss: 2.30119317412 | Training accuracy: 0.0899999961257% | Test accuracy: 0.108000002801%
Iteration: 296 | Loss: 2.30119258722 | Training accuracy: 0.199999988079% | Test accuracy: 0.125%
Iteration: 297 | Loss: 2.30119014541 | Training accuracy: 0.0899999961257% | Test accuracy: 0.0940000042319%
Iteration: 298 | Loss: 2.30119495034 | Training accuracy: 0.119999997318% | Test accuracy: 0.113000005484%
Iteration: 299 | Loss: 2.30119087021 | Training accuracy: 0.119999997318% | Test accuracy: 0.113000005484%
Iteration: 300 | Loss: 2.301193343 | Training accuracy: 0.140000000596% | Test accuracy: 0.116000004113%
Iteration: 301 | Loss: 2.3011902682 | Training accuracy: 0.0899999961257% | Test accuracy: 0.120000004768%
Iteration: 302 | Loss: 2.30119071563 | Training accuracy: 0.109999999404% | Test accuracy: 0.10300000757%
Iteration: 303 | Loss: 2.30118852854 | Training accuracy: 0.159999996424% | Test accuracy: 0.109000004828%
Iteration: 304 | Loss: 2.30119222204 | Training accuracy: 0.0799999982119% | Test accuracy: 0.115000002086%
Iteration: 305 | Loss: 2.30119128545 | Training accuracy: 0.0899999961257% | Test accuracy: 0.111000008881%
Iteration: 306 | Loss: 2.30119014502 | Training accuracy: 0.0799999982119% | Test accuracy: 0.118000008166%
Iteration: 307 | Loss: 2.30119187593 | Training accuracy: 0.0999999940395% | Test accuracy: 0.0990000069141%
Iteration: 308 | Loss: 2.30119329532 | Training accuracy: 0.179999992251% | Test accuracy: 0.118000008166%
Iteration: 309 | Loss: 2.30119215886 | Training accuracy: 0.129999995232% | Test accuracy: 0.109000004828%
Iteration: 310 | Loss: 2.30118845582 | Training accuracy: 0.149999991059% | Test accuracy: 0.116000004113%
Iteration: 311 | Loss: 2.30119106372 | Training accuracy: 0.189999997616% | Test accuracy: 0.0910000056028%
Iteration: 312 | Loss: 2.30119295796 | Training accuracy: 0.119999997318% | Test accuracy: 0.104000002146%
Iteration: 313 | Loss: 2.30119319638 | Training accuracy: 0.140000000596% | Test accuracy: 0.110000006855%
Iteration: 314 | Loss: 2.30119025707 | Training accuracy: 0.140000000596% | Test accuracy: 0.120000004768%
Iteration: 315 | Loss: 2.30119025906 | Training accuracy: 0.119999997318% | Test accuracy: 0.131000012159%
Iteration: 316 | Loss: 2.3011931022 | Training accuracy: 0.119999997318% | Test accuracy: 0.119000002742%
Iteration: 317 | Loss: 2.30119084318 | Training accuracy: 0.0999999940395% | Test accuracy: 0.124000005424%
Iteration: 318 | Loss: 2.30118567387 | Training accuracy: 0.159999996424% | Test accuracy: 0.125%
Iteration: 319 | Loss: 2.30118767579 | Training accuracy: 0.0599999986589% | Test accuracy: 0.111000008881%
Iteration: 320 | Loss: 2.30118878047 | Training accuracy: 0.109999999404% | Test accuracy: 0.121000006795%
Iteration: 321 | Loss: 2.30119192322 | Training accuracy: 0.149999991059% | Test accuracy: 0.139000013471%
Iteration: 322 | Loss: 2.30119137724 | Training accuracy: 0.159999996424% | Test accuracy: 0.115000002086%
Iteration: 323 | Loss: 2.30118887027 | Training accuracy: 0.149999991059% | Test accuracy: 0.107000008225%
Iteration: 324 | Loss: 2.30118629813 | Training accuracy: 0.170000001788% | Test accuracy: 0.120000004768%
Iteration: 325 | Loss: 2.30119082292 | Training accuracy: 0.119999997318% | Test accuracy: 0.0930000022054%
Iteration: 326 | Loss: 2.3011913391 | Training accuracy: 0.109999999404% | Test accuracy: 0.11400000751%
Iteration: 327 | Loss: 2.30118985295 | Training accuracy: 0.109999999404% | Test accuracy: 0.127000004053%
Iteration: 328 | Loss: 2.30119044344 | Training accuracy: 0.0999999940395% | Test accuracy: 0.119000002742%
Iteration: 329 | Loss: 2.3011895752 | Training accuracy: 0.109999999404% | Test accuracy: 0.116000004113%
Iteration: 330 | Loss: 2.30118789554 | Training accuracy: 0.109999999404% | Test accuracy: 0.108000002801%
Iteration: 331 | Loss: 2.30119183183 | Training accuracy: 0.0899999961257% | Test accuracy: 0.115000002086%
Iteration: 332 | Loss: 2.3011904943 | Training accuracy: 0.129999995232% | Test accuracy: 0.101000003517%
Iteration: 333 | Loss: 2.30118897676 | Training accuracy: 0.0799999982119% | Test accuracy: 0.10300000757%
Iteration: 334 | Loss: 2.30119176586 | Training accuracy: 0.149999991059% | Test accuracy: 0.0940000042319%
Iteration: 335 | Loss: 2.3011899356 | Training accuracy: 0.109999999404% | Test accuracy: 0.124000005424%
Iteration: 336 | Loss: 2.30119104147 | Training accuracy: 0.070000000298% | Test accuracy: 0.0910000056028%
Iteration: 337 | Loss: 2.30119508982 | Training accuracy: 0.0999999940395% | Test accuracy: 0.127000004053%
Iteration: 338 | Loss: 2.30119160811 | Training accuracy: 0.0899999961257% | Test accuracy: 0.124000005424%
Iteration: 339 | Loss: 2.30119114081 | Training accuracy: 0.140000000596% | Test accuracy: 0.109000004828%
Iteration: 340 | Loss: 2.30118792216 | Training accuracy: 0.0799999982119% | Test accuracy: 0.122000008821%
Iteration: 341 | Loss: 2.30118848562 | Training accuracy: 0.0799999982119% | Test accuracy: 0.111000008881%
Iteration: 342 | Loss: 2.30118828336 | Training accuracy: 0.0899999961257% | Test accuracy: 0.121000006795%
Iteration: 343 | Loss: 2.30119173884 | Training accuracy: 0.149999991059% | Test accuracy: 0.101000003517%
Iteration: 344 | Loss: 2.30119125764 | Training accuracy: 0.129999995232% | Test accuracy: 0.108000002801%
Iteration: 345 | Loss: 2.30119134029 | Training accuracy: 0.0799999982119% | Test accuracy: 0.119000002742%
Iteration: 346 | Loss: 2.30119081815 | Training accuracy: 0.109999999404% | Test accuracy: 0.107000008225%
Iteration: 347 | Loss: 2.30118970712 | Training accuracy: 0.119999997318% | Test accuracy: 0.122000008821%
Iteration: 348 | Loss: 2.30118648211 | Training accuracy: 0.149999991059% | Test accuracy: 0.106000006199%
Iteration: 349 | Loss: 2.30119206746 | Training accuracy: 0.0899999961257% | Test accuracy: 0.120000004768%
Iteration: 350 | Loss: 2.30118521849 | Training accuracy: 0.109999999404% | Test accuracy: 0.131999999285%
Iteration: 351 | Loss: 2.30118818204 | Training accuracy: 0.109999999404% | Test accuracy: 0.115000002086%
Iteration: 352 | Loss: 2.30119061589 | Training accuracy: 0.170000001788% | Test accuracy: 0.123000003397%
Iteration: 353 | Loss: 2.30118946711 | Training accuracy: 0.109999999404% | Test accuracy: 0.112000003457%
Iteration: 354 | Loss: 2.30118675749 | Training accuracy: 0.119999997318% | Test accuracy: 0.131999999285%
Iteration: 355 | Loss: 2.30119420846 | Training accuracy: 0.119999997318% | Test accuracy: 0.122000008821%
Iteration: 356 | Loss: 2.30119085272 | Training accuracy: 0.129999995232% | Test accuracy: 0.120000004768%
Iteration: 357 | Loss: 2.30118783434 | Training accuracy: 0.0799999982119% | Test accuracy: 0.118000008166%
Iteration: 358 | Loss: 2.30119403203 | Training accuracy: 0.0999999940395% | Test accuracy: 0.117000006139%
Iteration: 359 | Loss: 2.30119110386 | Training accuracy: 0.0999999940395% | Test accuracy: 0.130000010133%
Iteration: 360 | Loss: 2.30119000038 | Training accuracy: 0.119999997318% | Test accuracy: 0.125%
Iteration: 361 | Loss: 2.30119251132 | Training accuracy: 0.070000000298% | Test accuracy: 0.115000002086%
Iteration: 362 | Loss: 2.30118831674 | Training accuracy: 0.129999995232% | Test accuracy: 0.10300000757%
Iteration: 363 | Loss: 2.30118797143 | Training accuracy: 0.0999999940395% | Test accuracy: 0.117000006139%
Iteration: 364 | Loss: 2.30119126598 | Training accuracy: 0.170000001788% | Test accuracy: 0.118000008166%
Iteration: 365 | Loss: 2.30119350235 | Training accuracy: 0.119999997318% | Test accuracy: 0.109000004828%
Iteration: 366 | Loss: 2.30119274974 | Training accuracy: 0.140000000596% | Test accuracy: 0.116000004113%
Iteration: 367 | Loss: 2.30119292378 | Training accuracy: 0.159999996424% | Test accuracy: 0.0990000069141%
Iteration: 368 | Loss: 2.30119027932 | Training accuracy: 0.179999992251% | Test accuracy: 0.101000003517%
Iteration: 369 | Loss: 2.30118735194 | Training accuracy: 0.109999999404% | Test accuracy: 0.116000004113%
Iteration: 370 | Loss: 2.30118978341 | Training accuracy: 0.0599999986589% | Test accuracy: 0.101000003517%
Iteration: 371 | Loss: 2.30119104505 | Training accuracy: 0.0799999982119% | Test accuracy: 0.119000002742%
Iteration: 372 | Loss: 2.30118945758 | Training accuracy: 0.0999999940395% | Test accuracy: 0.122000008821%
Iteration: 373 | Loss: 2.30118789117 | Training accuracy: 0.109999999404% | Test accuracy: 0.119000002742%
Iteration: 374 | Loss: 2.30118953149 | Training accuracy: 0.0999999940395% | Test accuracy: 0.0980000048876%
Iteration: 375 | Loss: 2.30119081775 | Training accuracy: 0.149999991059% | Test accuracy: 0.119000002742%
Iteration: 376 | Loss: 2.30118844946 | Training accuracy: 0.0799999982119% | Test accuracy: 0.118000008166%
Iteration: 377 | Loss: 2.30119113485 | Training accuracy: 0.109999999404% | Test accuracy: 0.11400000751%
Iteration: 378 | Loss: 2.3011905098 | Training accuracy: 0.140000000596% | Test accuracy: 0.106000006199%
Iteration: 379 | Loss: 2.3011896801 | Training accuracy: 0.109999999404% | Test accuracy: 0.116000004113%
Iteration: 380 | Loss: 2.30119040132 | Training accuracy: 0.0499999970198% | Test accuracy: 0.10000000149%
Iteration: 381 | Loss: 2.30119018038 | Training accuracy: 0.119999997318% | Test accuracy: 0.101000003517%
Iteration: 382 | Loss: 2.30118882537 | Training accuracy: 0.070000000298% | Test accuracy: 0.0960000008345%
Iteration: 383 | Loss: 2.30119211475 | Training accuracy: 0.0499999970198% | Test accuracy: 0.118000008166%
Iteration: 384 | Loss: 2.30119184415 | Training accuracy: 0.140000000596% | Test accuracy: 0.11400000751%
Iteration: 385 | Loss: 2.30119279583 | Training accuracy: 0.070000000298% | Test accuracy: 0.137000009418%
Iteration: 386 | Loss: 2.30118774136 | Training accuracy: 0.0999999940395% | Test accuracy: 0.105000004172%
Iteration: 387 | Loss: 2.30119178812 | Training accuracy: 0.0799999982119% | Test accuracy: 0.124000005424%
Iteration: 388 | Loss: 2.30119076808 | Training accuracy: 0.119999997318% | Test accuracy: 0.117000006139%
Iteration: 389 | Loss: 2.30118822177 | Training accuracy: 0.0999999940395% | Test accuracy: 0.0940000042319%
Iteration: 390 | Loss: 2.30118874987 | Training accuracy: 0.0999999940395% | Test accuracy: 0.123000003397%
Iteration: 391 | Loss: 2.30119123856 | Training accuracy: 0.189999997616% | Test accuracy: 0.124000005424%
Iteration: 392 | Loss: 2.30119135499 | Training accuracy: 0.0599999986589% | Test accuracy: 0.115000002086%
Iteration: 393 | Loss: 2.30119116743 | Training accuracy: 0.140000000596% | Test accuracy: 0.115000002086%
Iteration: 394 | Loss: 2.30118744135 | Training accuracy: 0.070000000298% | Test accuracy: 0.113000005484%
Iteration: 395 | Loss: 2.30118885597 | Training accuracy: 0.0799999982119% | Test accuracy: 0.105000004172%
Iteration: 396 | Loss: 2.30119728565 | Training accuracy: 0.129999995232% | Test accuracy: 0.130000010133%
Iteration: 397 | Loss: 2.301188459 | Training accuracy: 0.129999995232% | Test accuracy: 0.119000002742%
Iteration: 398 | Loss: 2.30119190812 | Training accuracy: 0.0799999982119% | Test accuracy: 0.104000002146%
Iteration: 399 | Loss: 2.30118843158 | Training accuracy: 0.140000000596% | Test accuracy: 0.110000006855%
Iteration: 400 | Loss: 2.30118932009 | Training accuracy: 0.159999996424% | Test accuracy: 0.109000004828%
Iteration: 401 | Loss: 2.30118806561 | Training accuracy: 0.189999997616% | Test accuracy: 0.106000006199%
Iteration: 402 | Loss: 2.30118864099 | Training accuracy: 0.0899999961257% | Test accuracy: 0.112000003457%
Iteration: 403 | Loss: 2.30119016369 | Training accuracy: 0.0599999986589% | Test accuracy: 0.125%
Iteration: 404 | Loss: 2.301191233 | Training accuracy: 0.0999999940395% | Test accuracy: 0.137000009418%
Iteration: 405 | Loss: 2.3011881725 | Training accuracy: 0.140000000596% | Test accuracy: 0.112000003457%
Iteration: 406 | Loss: 2.30118862788 | Training accuracy: 0.0999999940395% | Test accuracy: 0.11400000751%
Iteration: 407 | Loss: 2.30118937572 | Training accuracy: 0.109999999404% | Test accuracy: 0.107000008225%
Iteration: 408 | Loss: 2.30119205435 | Training accuracy: 0.129999995232% | Test accuracy: 0.131999999285%
Iteration: 409 | Loss: 2.30118853331 | Training accuracy: 0.0899999961257% | Test accuracy: 0.108000002801%
Iteration: 410 | Loss: 2.30119102716 | Training accuracy: 0.129999995232% | Test accuracy: 0.117000006139%
Iteration: 411 | Loss: 2.30118954023 | Training accuracy: 0.149999991059% | Test accuracy: 0.106000006199%
Iteration: 412 | Loss: 2.30118670265 | Training accuracy: 0.119999997318% | Test accuracy: 0.0980000048876%
Iteration: 413 | Loss: 2.30118948261 | Training accuracy: 0.149999991059% | Test accuracy: 0.122000008821%
Iteration: 414 | Loss: 2.30119101008 | Training accuracy: 0.109999999404% | Test accuracy: 0.122000008821%
Iteration: 415 | Loss: 2.30118921757 | Training accuracy: 0.109999999404% | Test accuracy: 0.118000008166%
Iteration: 416 | Loss: 2.3011878407 | Training accuracy: 0.0999999940395% | Test accuracy: 0.0950000062585%
Iteration: 417 | Loss: 2.30119071325 | Training accuracy: 0.189999997616% | Test accuracy: 0.122000008821%
Iteration: 418 | Loss: 2.3011884888 | Training accuracy: 0.0899999961257% | Test accuracy: 0.10300000757%
Iteration: 419 | Loss: 2.30119042198 | Training accuracy: 0.159999996424% | Test accuracy: 0.0990000069141%
Iteration: 420 | Loss: 2.30118801753 | Training accuracy: 0.0899999961257% | Test accuracy: 0.0940000042319%
Iteration: 421 | Loss: 2.3011907506 | Training accuracy: 0.129999995232% | Test accuracy: 0.116000004113%
Iteration: 422 | Loss: 2.30118786931 | Training accuracy: 0.109999999404% | Test accuracy: 0.111000008881%
Iteration: 423 | Loss: 2.3011876297 | Training accuracy: 0.129999995232% | Test accuracy: 0.123000003397%
Iteration: 424 | Loss: 2.3011868 | Training accuracy: 0.0999999940395% | Test accuracy: 0.126000002027%
Iteration: 425 | Loss: 2.30119009654 | Training accuracy: 0.0799999982119% | Test accuracy: 0.106000006199%
Iteration: 426 | Loss: 2.30119024873 | Training accuracy: 0.119999997318% | Test accuracy: 0.115000002086%
Iteration: 427 | Loss: 2.30119106134 | Training accuracy: 0.0899999961257% | Test accuracy: 0.122000008821%
Iteration: 428 | Loss: 2.30118725896 | Training accuracy: 0.109999999404% | Test accuracy: 0.118000008166%
Iteration: 429 | Loss: 2.30118510326 | Training accuracy: 0.140000000596% | Test accuracy: 0.119000002742%
Iteration: 430 | Loss: 2.30118957599 | Training accuracy: 0.149999991059% | Test accuracy: 0.111000008881%
Iteration: 431 | Loss: 2.30118547678 | Training accuracy: 0.0999999940395% | Test accuracy: 0.111000008881%
Iteration: 432 | Loss: 2.30119060119 | Training accuracy: 0.149999991059% | Test accuracy: 0.125%
Iteration: 433 | Loss: 2.30118825873 | Training accuracy: 0.140000000596% | Test accuracy: 0.119000002742%
Iteration: 434 | Loss: 2.30118902206 | Training accuracy: 0.109999999404% | Test accuracy: 0.107000008225%
Iteration: 435 | Loss: 2.30118977825 | Training accuracy: 0.129999995232% | Test accuracy: 0.11400000751%
Iteration: 436 | Loss: 2.30118805448 | Training accuracy: 0.070000000298% | Test accuracy: 0.11400000751%
Iteration: 437 | Loss: 2.30119025191 | Training accuracy: 0.109999999404% | Test accuracy: 0.134000003338%
Iteration: 438 | Loss: 2.3011875097 | Training accuracy: 0.109999999404% | Test accuracy: 0.110000006855%
Iteration: 439 | Loss: 2.30119247953 | Training accuracy: 0.0899999961257% | Test accuracy: 0.10300000757%
Iteration: 440 | Loss: 2.30118953149 | Training accuracy: 0.159999996424% | Test accuracy: 0.11400000751%
Iteration: 441 | Loss: 2.3011908559 | Training accuracy: 0.140000000596% | Test accuracy: 0.134000003338%
Iteration: 442 | Loss: 2.30118908366 | Training accuracy: 0.0999999940395% | Test accuracy: 0.126000002027%
Iteration: 443 | Loss: 2.30118789077 | Training accuracy: 0.070000000298% | Test accuracy: 0.111000008881%
Iteration: 444 | Loss: 2.30119125724 | Training accuracy: 0.0799999982119% | Test accuracy: 0.111000008881%
Iteration: 445 | Loss: 2.30118761579 | Training accuracy: 0.119999997318% | Test accuracy: 0.120000004768%
Iteration: 446 | Loss: 2.3011874338 | Training accuracy: 0.070000000298% | Test accuracy: 0.111000008881%
Iteration: 447 | Loss: 2.30119017641 | Training accuracy: 0.159999996424% | Test accuracy: 0.106000006199%
Iteration: 448 | Loss: 2.30119088769 | Training accuracy: 0.109999999404% | Test accuracy: 0.115000002086%
Iteration: 449 | Loss: 2.30118670106 | Training accuracy: 0.109999999404% | Test accuracy: 0.104000002146%
Iteration: 450 | Loss: 2.30119013309 | Training accuracy: 0.119999997318% | Test accuracy: 0.109000004828%
Iteration: 451 | Loss: 2.30118735393 | Training accuracy: 0.0999999940395% | Test accuracy: 0.107000008225%
Iteration: 452 | Loss: 2.30118947864 | Training accuracy: 0.070000000298% | Test accuracy: 0.115000002086%
Iteration: 453 | Loss: 2.30119076967 | Training accuracy: 0.119999997318% | Test accuracy: 0.10300000757%
Iteration: 454 | Loss: 2.30118924658 | Training accuracy: 0.0999999940395% | Test accuracy: 0.120000004768%
Iteration: 455 | Loss: 2.30118817846 | Training accuracy: 0.0499999970198% | Test accuracy: 0.119000002742%
Iteration: 456 | Loss: 2.3011913236 | Training accuracy: 0.0999999940395% | Test accuracy: 0.123000003397%
Iteration: 457 | Loss: 2.30119325598 | Training accuracy: 0.0999999940395% | Test accuracy: 0.109000004828%
Iteration: 458 | Loss: 2.30118800879 | Training accuracy: 0.119999997318% | Test accuracy: 0.11400000751%
Iteration: 459 | Loss: 2.30119039893 | Training accuracy: 0.129999995232% | Test accuracy: 0.124000005424%
Iteration: 460 | Loss: 2.30118837039 | Training accuracy: 0.119999997318% | Test accuracy: 0.109000004828%
Iteration: 461 | Loss: 2.30118691603 | Training accuracy: 0.140000000596% | Test accuracy: 0.108000002801%
Iteration: 462 | Loss: 2.30119071126 | Training accuracy: 0.119999997318% | Test accuracy: 0.116000004113%
Iteration: 463 | Loss: 2.30119082729 | Training accuracy: 0.0599999986589% | Test accuracy: 0.104000002146%
Iteration: 464 | Loss: 2.30118895411 | Training accuracy: 0.129999995232% | Test accuracy: 0.119000002742%
Iteration: 465 | Loss: 2.30119427045 | Training accuracy: 0.129999995232% | Test accuracy: 0.10000000149%
Iteration: 466 | Loss: 2.3011867559 | Training accuracy: 0.129999995232% | Test accuracy: 0.0990000069141%
Iteration: 467 | Loss: 2.30118880987 | Training accuracy: 0.0799999982119% | Test accuracy: 0.118000008166%
Iteration: 468 | Loss: 2.30119151394 | Training accuracy: 0.070000000298% | Test accuracy: 0.126000002027%
Iteration: 469 | Loss: 2.30119096438 | Training accuracy: 0.119999997318% | Test accuracy: 0.10000000149%
Iteration: 470 | Loss: 2.30118913134 | Training accuracy: 0.109999999404% | Test accuracy: 0.112000003457%
Iteration: 471 | Loss: 2.30118713776 | Training accuracy: 0.0799999982119% | Test accuracy: 0.119000002742%
Iteration: 472 | Loss: 2.30118708213 | Training accuracy: 0.0899999961257% | Test accuracy: 0.124000005424%
Iteration: 473 | Loss: 2.30119340976 | Training accuracy: 0.189999997616% | Test accuracy: 0.109000004828%
Iteration: 474 | Loss: 2.30118671338 | Training accuracy: 0.0799999982119% | Test accuracy: 0.116000004113%
Iteration: 475 | Loss: 2.30118905544 | Training accuracy: 0.0999999940395% | Test accuracy: 0.110000006855%
Iteration: 476 | Loss: 2.3011872077 | Training accuracy: 0.119999997318% | Test accuracy: 0.110000006855%
Iteration: 477 | Loss: 2.30118948738 | Training accuracy: 0.0999999940395% | Test accuracy: 0.122000008821%
Iteration: 478 | Loss: 2.3011891671 | Training accuracy: 0.0999999940395% | Test accuracy: 0.121000006795%
Iteration: 479 | Loss: 2.30118757288 | Training accuracy: 0.140000000596% | Test accuracy: 0.102000005543%
Iteration: 480 | Loss: 2.30118828177 | Training accuracy: 0.129999995232% | Test accuracy: 0.108000002801%
Iteration: 481 | Loss: 2.30118839502 | Training accuracy: 0.0899999961257% | Test accuracy: 0.110000006855%
Iteration: 482 | Loss: 2.3011909008 | Training accuracy: 0.119999997318% | Test accuracy: 0.130000010133%
Iteration: 483 | Loss: 2.30119071444 | Training accuracy: 0.129999995232% | Test accuracy: 0.113000005484%
Iteration: 484 | Loss: 2.30118967136 | Training accuracy: 0.129999995232% | Test accuracy: 0.123000003397%
Iteration: 485 | Loss: 2.30119110862 | Training accuracy: 0.149999991059% | Test accuracy: 0.124000005424%
Iteration: 486 | Loss: 2.30118974408 | Training accuracy: 0.129999995232% | Test accuracy: 0.104000002146%
Iteration: 487 | Loss: 2.30118883928 | Training accuracy: 0.129999995232% | Test accuracy: 0.104000002146%
Iteration: 488 | Loss: 2.30118702809 | Training accuracy: 0.129999995232% | Test accuracy: 0.112000003457%
Iteration: 489 | Loss: 2.30118851582 | Training accuracy: 0.070000000298% | Test accuracy: 0.115000002086%
Iteration: 490 | Loss: 2.30118948817 | Training accuracy: 0.0999999940395% | Test accuracy: 0.117000006139%
Iteration: 491 | Loss: 2.30118669669 | Training accuracy: 0.0799999982119% | Test accuracy: 0.115000002086%
Iteration: 492 | Loss: 2.30118839622 | Training accuracy: 0.0799999982119% | Test accuracy: 0.110000006855%
Iteration: 493 | Loss: 2.30118812839 | Training accuracy: 0.159999996424% | Test accuracy: 0.120000004768%
Iteration: 494 | Loss: 2.30118730664 | Training accuracy: 0.109999999404% | Test accuracy: 0.118000008166%
Iteration: 495 | Loss: 2.30119093021 | Training accuracy: 0.0999999940395% | Test accuracy: 0.105000004172%
Iteration: 496 | Loss: 2.30118783792 | Training accuracy: 0.140000000596% | Test accuracy: 0.107000008225%
Iteration: 497 | Loss: 2.30118931611 | Training accuracy: 0.119999997318% | Test accuracy: 0.130000010133%
Iteration: 498 | Loss: 2.30118959069 | Training accuracy: 0.109999999404% | Test accuracy: 0.10300000757%
Iteration: 499 | Loss: 2.30118967175 | Training accuracy: 0.0899999961257% | Test accuracy: 0.10000000149%
Iteration: 500 | Loss: 2.30118623892 | Training accuracy: 0.159999996424% | Test accuracy: 0.101000003517%
Iteration: 501 | Loss: 2.3011922272 | Training accuracy: 0.0799999982119% | Test accuracy: 0.111000008881%
Iteration: 502 | Loss: 2.30118950248 | Training accuracy: 0.140000000596% | Test accuracy: 0.125%
Iteration: 503 | Loss: 2.30118733128 | Training accuracy: 0.129999995232% | Test accuracy: 0.142000004649%
Iteration: 504 | Loss: 2.30118573507 | Training accuracy: 0.140000000596% | Test accuracy: 0.116000004113%
Iteration: 505 | Loss: 2.30118899981 | Training accuracy: 0.0999999940395% | Test accuracy: 0.122000008821%
Iteration: 506 | Loss: 2.30118458549 | Training accuracy: 0.129999995232% | Test accuracy: 0.112000003457%
Iteration: 507 | Loss: 2.3011872228 | Training accuracy: 0.109999999404% | Test accuracy: 0.130000010133%
Iteration: 508 | Loss: 2.30119227171 | Training accuracy: 0.0799999982119% | Test accuracy: 0.108000002801%
Iteration: 509 | Loss: 2.30118596156 | Training accuracy: 0.129999995232% | Test accuracy: 0.105000004172%
Iteration: 510 | Loss: 2.30118936578 | Training accuracy: 0.129999995232% | Test accuracy: 0.10000000149%
Iteration: 511 | Loss: 2.30118485252 | Training accuracy: 0.0799999982119% | Test accuracy: 0.118000008166%
Iteration: 512 | Loss: 2.30119102677 | Training accuracy: 0.119999997318% | Test accuracy: 0.109000004828%
